"FROM","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","OLD_RECORD"
"GROA",2634,"Wildfire-regenerating Jack Pine Chronosequence 4",NA,NA,NA,"NAC","Michigan","United States",44.466667,-84.333333,"NAC",NA,"6.3","NAC","NAC","690",NA,"93..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3518",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1960,"Wildfire-regenerating Jack Pine Chronosequence 52",NA,NA,NA,"NAC","Michigan","United States of America",44.55,-84.35,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,306,"1","1",NA,"",FALSE,FALSE
"GROA",2637,"Wildfire-regenerating Jack Pine Chronosequence 52",NA,NA,NA,"NAC","Michigan","United States",44.55,-84.35,"NAC",NA,"6.3","NAC","NAC","690",NA,"92..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3543",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1961,"Wildfire-regenerating Jack Pine Chronosequence 7",NA,NA,NA,"NAC","Michigan","United States of America",44.5,-84.3,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,304,"1","1",NA,"",FALSE,FALSE
"GROA",2635,"Wildfire-regenerating Jack Pine Chronosequence 7",NA,NA,NA,"NAC","Michigan","United States",44.5,-84.3,"NAC",NA,"6.3","NAC","NAC","690",NA,"82..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3772",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1962,"Wildfire-regenerating Jack Pine Chronosequence 72",NA,NA,NA,"NAC","Michigan","United States of America",44.57,-84.4,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,306,"1","1",NA,"",FALSE,FALSE
"GROA",2638,"Wildfire-regenerating Jack Pine Chronosequence 72",NA,NA,NA,"NAC","Michigan","United States",44.566667,-84.4,"NAC",NA,"6.3","NAC","NAC","690",NA,"91..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3704",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1978,"Wind River Ranger District chronosequence: clear-cut",NA,NA,"Wind River","NAC","Washington","United States of America",45.82,-121.97,"767.5",NA,"9.02499","NAC","NAC","2500",NA,"NAC","NAC","NAC","NAC","Inceptisol","Soils are classified as well-drained Stabler series Andic Haplumbrept derived from recent volcanic tephra.",NA,NA,"439","Nearctic","Csb","Temperate mountain system",NA,"Janisch_2002_scil",NA,NA,NA,"Anderson_2006_toba",NA,205,"1",NA,NA,"",FALSE,FALSE
"GROA",2473,"Wind River Ranger District chronosequence: clear-cut",NA,NA,NA,"NAC","Washington","United States",45.816667,-121.966667,"560",NA,"8.7","NAC","NAC","2500",NA,"","NaN","NaN","NaN","Andic Haplumbrept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3535",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2008,"Y site",NA,NA,"","NAC","Oregon","United States of America",44.433,-121.567,"1188",NA,"7","NAC","NAC","552",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,"366","Nearctic","Csb","Temperate mountain system",NA,"Law_2001_csaf",NA,NA,NA,"Bety-DB data download 4/10/2014 (Matlab output)",NA,228,"1,2,3,4,5,6,7,8,9,10,11",NA,NA,"",FALSE,FALSE
"GROA",2627,"Y site",NA,NA,NA,"NAC","Oregon","United States",44.433333,-121.566667,"1188",NA,"7.5","NAC","NAC","552",NA,"62.30.8","NaN","NaN","NaN","Ultic haploxeralfs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2250",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2009,"Yabo Y13",NA,NA,"","NAC","Sanmatenga","Burkina Faso",13,-1.5,"300",NA,"NAC","16","40","629","dry season 5-7 months","NAC","NAC","NAC","NAC","eutric regosol","eutric regosol, ferruginous","NAC",NA,"810","Afrotropics","BSh","Tropical dry forest",323,"Nygard_2004_wyis",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2619,"Yabo Y13",NA,NA,NA,"NAC","Sanmatenga","Burkina Faso",13,-1.5,"300",NA,"NAC","NAC","NAC","629",NA,"","NaN","NaN","NaN","eutric regosol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 346",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2018,"Yangambi",NA,NA,"","NAC","Orientale","Congo",0.77,24.44,"NAC",NA,"25.2333","NAC","NAC","1858",NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,"814","Afrotropics","Af","Tropical rainforest",139,"Bartholemew_1953_mniu",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2611,"Yangambi",NA,NA,NA,"NAC","Orientale","Democratic Republic of Congo",0.77,24.44,"NAC",NA,"25.2","NAC","NAC","1858",NA,"","NaN","NaN","NaN","Latosolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 255",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2044,"Yenisei River",NA,NA,"","NAC","Krasnoyarsk/Central Siberia","Siberia",60.72,89.13,"NAC",NA,"-3.7","NAC","NAC","493",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,"426","Palearctic","Dfc","Boreal coniferous forest",NA,"Wirth_2002_fast",NA,"Keith_2009_rofb; Liu_2014_htpa",NA,"Keith_2009_rofb; Liu_2014_htpa","Maria",201,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",NA,NA,"",FALSE,FALSE
"GROA",2644,"Yenisei River",NA,NA,NA,"NAC","Siberia","Russia",60.716667,89.133333,"NAC",NA,"-3.7","NAC","NAC","493",NA,"NAC","NAC","NAC","NAC","inceptisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2025",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2049,"Yucal",NA,NA,"","NAC","Puntarenas","Costa Rica",9.7725,-84.6183,"244",NA,"26.4","NAC","NAC","3000",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"113","Neotropics","Aw","Tropical moist forest",1280,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2538,"Yucal",NA,NA,NA,"NAC","Puntarenas","Costa Rica",9.7725,-84.6183,"244",NA,"26.4","NAC","NAC","3000",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13922",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
