"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","GROA.site.ID"
2637,"Serra do Conduru",NA,NA,NA,"NAC","Bahia","Brazil",-14.416667,-39.083333,"210",NA,"24","NAC","NAC","2000",NA,"","NaN","NaN","NaN","oxisols",NA,NA,NA,183,"South America","Af","Tropical rainforest",NA,"Piotto_2011_sdof",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,140
2638,"Mata Seca",NA,NA,NA,"NAC","Minas Gerais","Brazil",-14.841667,-43.975,"NAC",NA,"24","NAC","NAC","818",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,70,"South America","Aw","Tropical dry forest",NA,"Madeira_2009_cita",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,66
2640,"Salvatierra",NA,NA,NA,"NAC","Santa Cruz","Bolivia",-15.502222,-63.025833,"250",NA,"25","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,184,"South America","Aw","Tropical moist forest",NA,"Toledo_2006_ssai",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,68
2641,"Smithsonian Environmental Research Center",NA,NA,NA,"NAC","Maryland","United States",38.883333,-76.55,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,185,"North America","Cfa",NA,NA,"McMahon_2010_efar",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2362
2642,"Dawson Creek Forest District age sequence",NA,NA,NA,"NAC","British Columbia","Canada",55.48,-120.18,"NAC",NA,"NAC","NAC","NAC","450",NA,"","NaN","NaN","NaN","Luvisol, Brunisol",NA,NA,NA,186,"North America","Dfc","Boreal coniferous forest",NA,"Wang_1995_aban",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,6902
2643,"Acahual",NA,NA,NA,"NAC","Veracruz","Mexico",17.291667,-94.583333,"150",NA,"24","NAC","NAC","3640",NA,"NAC","NAC","NAC","NAC","Oxisol; Alfisol",NA,NA,NA,187,"North America","Aw","Tropical rainforest",NA,"Williams-Linera_1983_banc",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,278
2644,"Sokolov",NA,NA,NA,"NAC","","Czech Republic",50.236401,12.690561,"650",NA,"6.8","NAC","NAC","650",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,188,"Europe","Cfb","Temperate mountain system",NA,"Frouz_2008_ibsd",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3800
2645,"Sarapiqui (Chazdon)",NA,NA,NA,"NAC","","Costa Rica",10.43,-83.98,"NAC",NA,"25.8","NAC","NAC","3962",NA,"","NaN","NaN","NaN","Ultisols",NA,NA,NA,1,"North America","Af","Tropical rainforest",NA,"Chazdon_2005_eoca",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,67
2646,"Järvselja",NA,NA,NA,"NAC","Tartu","Estonia",58.25,27.266667,"NAC",NA,"5.4","NAC","NAC","675",NA,"loam","NaN","NaN","NaN","Umbric Gleysol",NA,NA,NA,189,"Europe","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2037
2647,"Matiguas",NA,NA,NA,"NAC","","Nicaragua",12.833333,-85.45,"316",NA,"30","NAC","NAC","1400",NA,"NAC","NAC","NAC","NAC","Vertisols",NA,NA,NA,190,"North America","Aw","Tropical moist forest",NA,"Ibrahim_2006_adce",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,175
2648,"ASB Brazil 2",NA,NA,NA,"NAC","","Brazil",-10.13,-62.23,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,191,"South America","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,227
2649,"ASB Brazil 1",NA,NA,NA,"NAC","","Brazil",-10.06,-62.11,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,191,"South America","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,229
2650,"ASB Brazil 3",NA,NA,NA,"NAC","","Brazil",-10.01,-67.09,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,153,"South America","Am","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,226
2651,"ASB Cameroon 2",NA,NA,NA,"NAC","","Cameroon",2.42,11.25,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,192,"Africa","Am","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,210
2652,"ASB Cameroon 1",NA,NA,NA,"NAC","","Cameroon",2.59,11.03,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,193,"Africa","Am","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,209
2653,"ASB Cameroon 6",NA,NA,NA,"NAC","","Cameroon",3.3,11.79,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,174,"Africa","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3957
2654,"ASB Cameroon 5",NA,NA,NA,"NAC","","Cameroon",3.61,11.61,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,174,"Africa","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3956
2655,"ASB Cameroon 4",NA,NA,NA,"NAC","","Cameroon",3.93,11.57,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,194,"Africa","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,211
2656,"ASB Cameroon 3",NA,NA,NA,"NAC","","Cameroon",4.24,11.26,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,175,"Africa","Aw","Tropical rainforest",NA,"Palm_1999_csat",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,212
2657,"Gonse (G10/G5)",NA,NA,NA,"NAC","Kadiogo","Burkina Faso",12.3994,-1.3,"300",NA,"NAC","NAC","NAC","735",NA,"NAC","NAC","NAC","NAC","ferruginous",NA,NA,NA,195,"Africa","BSh","Tropical dry forest",NA,"Nygard_2004_wyis",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,343
2658,"Scituate Watershed",NA,NA,NA,"NAC","Rhode Island","United States",41.8,-71.62,"NAC",NA,"9.1","NAC","NAC","1280",NA,"coarse loamy over sandy","NaN","NaN","NaN","Dystrochrepts",NA,NA,NA,196,"North America","Cfb","Temperate continental forest",NA,"Hooker_2003_feca",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2391
2659,"Yellowstone National Park - low density young",NA,NA,NA,"NAC","Wyoming","United States",44.451736,-110.639028,"2434",NA,"NAC","NAC","NAC","464",NA,"NAC","NAC","NAC","NAC","Cryochrept or Cryumbrept",NA,NA,NA,163,"North America","Dfc","Temperate mountain system",NA,"Litton_2004_eotd",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13977
2660,"Willow Creek",NA,NA,NA,"NAC","Wisconsin","United States",45.8,-90.116667,"480",NA,"NAC","NAC","NAC","NAC",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,134,"North America","Dfb","Temperate continental forest",NA,"Martin_2005_asri",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2206
2661,"Bartlett Forest M6",NA,NA,NA,"NAC","New Hampshire","United States",43.983333,-71.416667,"520",NA,"NAC","NAC","NAC","1270",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,197,"North America","Dfb","Temperate mountain system",NA,"Yanai_2006_tvah",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2029
2662,"Bartlett Forest T30",NA,NA,NA,"NAC","New Hampshire","United States",44.05,-71.233611,"550",NA,"NAC","NAC","NAC","1270",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,197,"North America","Dfb","Temperate mountain system",NA,"Yanai_2006_tvah",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2031
2663,"Bartlett Forest H6/H4",NA,NA,NA,"NAC","New Hampshire","United States",44.133333,-71.283333,"370",NA,"NAC","NAC","NAC","1270",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,197,"North America","Dfb","Temperate mountain system",NA,"Yanai_2006_tvah",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2028
2664,"Bartlett Forest  M5",NA,NA,NA,"NAC","New Hampshire","United States",44.133333,-71.233333,"460",NA,"NAC","NAC","NAC","1270",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,197,"North America","Dfb","Temperate mountain system",NA,"Yanai_2006_tvah",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2030
2665,"Bartlett Forest H1",NA,NA,NA,"NAC","New Hampshire","United States",44.133333,-71.266667,"340",NA,"NAC","NAC","NAC","1270",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,197,"North America","Dfb","Temperate mountain system",NA,"Yanai_2006_tvah",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2032
2666,"Western Andes",NA,NA,NA,"NAC","NAC","Colombia",5.5199,-76.049433,"2004",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,198,"South America","Af","Tropical mountain system",NA,"Gilroy_2014_ccab",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2398
2667,"Xilin Guangxi 3",NA,NA,NA,"NAC","","China",23.55,104.63,"1280",NA,"22.6","NAC","NAC","1600",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,199,"Asia","Cwa","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5381
2668,"Gangwu Guangxi 1",NA,NA,NA,"NAC","","China",23.57,111.06,"215",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4058
2669,"Guiping Guangxi",NA,NA,NA,"NAC","","China",23.57,110,"520",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,201,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4082
2670,"Mashan Guangxi ",NA,NA,NA,"NAC","","China",23.57,108.36,"700",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,202,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4423
2671,"Baise Guangxi 1",NA,NA,NA,"NAC","","China",23.58,106.16,"1051",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,203,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,8915
2672,"Gangwu Guangxi 5",NA,NA,NA,"NAC","","China",23.65,111.41,"240",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,204,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4062
2673,"Teng Guangxi ",NA,NA,NA,"NAC","","China",23.65,110.59,"125",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5280
2674,"Jinxiu Guangxi 9",NA,NA,NA,"NAC","","China",23.72,110.92,"975",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4225
2675,"Teng Guangxi 2",NA,NA,NA,"NAC","","China",23.72,110.82,"137",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5282
2676,"Jinxiu Guangxi 10",NA,NA,NA,"NAC","","China",23.8,110.92,"590",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4226
2677,"Teng Guangxi 1",NA,NA,NA,"NAC","","China",23.8,110.71,"500",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,200,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5281
2678,"Baise Guangxi 2",NA,NA,NA,"NAC","","China",23.8,106.16,"248",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,203,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,8916
2679,"Baise Guangxi 3",NA,NA,NA,"NAC","","China",23.8,106.22,"713",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,203,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,8917
2680,"Gangwu Guangxi 3",NA,NA,NA,"NAC","","China",23.87,111.18,"570",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,205,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4060
2681,"Jinxiu Guangxi 3",NA,NA,NA,"NAC","","China",23.87,110.12,"1150",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4219
2682,"Pingnan Guangxi ",NA,NA,NA,"NAC","","China",23.87,110.18,"734",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4701
2683,"Baise Guangxi 4",NA,NA,NA,"NAC","","China",23.87,106.34,"660",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,203,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,8918
2684,"Gangwu Guangxi 4",NA,NA,NA,"NAC","","China",23.88,111.18,"358",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,205,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4061
2685,"Yunxiao Fujian ",NA,NA,NA,"NAC","","China",23.9,117.3,"80",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,207,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5536
2686,"Jinxiu Guangxi 11",NA,NA,NA,"NAC","","China",23.93,115.03,"1200",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,208,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4227
2687,"Yunxiao Fujian 1",NA,NA,NA,"NAC","","China",24,117.4,"120",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,207,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5537
2688,"Jinxiu Guangxi ",NA,NA,NA,"NAC","","China",24.02,110.06,"680",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4216
2689,"Jinxiu Guangxi 1",NA,NA,NA,"NAC","","China",24.15,110.11,"830",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4217
2690,"Lingyun Guangdong 1",NA,NA,NA,"NAC","","China",24.15,106.52,"740",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,209,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4333
2691,"Mengshan Guangxi ",NA,NA,NA,"NAC","","China",24.15,110.65,"375",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,210,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4430
2692,"Tianlin Guangdong ",NA,NA,NA,"NAC","","China",24.15,105.63,"782",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,211,"Asia","Cwa","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5289
2693,"Zhaoping Guangxi ",NA,NA,NA,"NAC","","China",24.15,110.88,"690",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,210,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5545
2694,"Changning Yunnan",NA,NA,NA,"NAC","","China",24.2,99.27,"1560",NA,"14.9","NAC","NAC","1260",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,212,"Asia","Cwa","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,8936
2695,"He Guangxi ",NA,NA,NA,"NAC","","China",24.23,111.77,"380",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,213,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4098
2696,"He Guangxi 2",NA,NA,NA,"NAC","","China",24.23,111.83,"572",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,213,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4100
2697,"Jinxiu Guangxi 2",NA,NA,NA,"NAC","","China",24.23,110.11,"630",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4218
2698,"Jinxiu Guangxi 4",NA,NA,NA,"NAC","","China",24.23,110.23,"830",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4220
2699,"Jinxiu Guangxi 6",NA,NA,NA,"NAC","","China",24.23,110.29,"620",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4222
2700,"Jinxiu Guangxi 8",NA,NA,NA,"NAC","","China",24.23,110.35,"450",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4224
2701,"Xilin Guangxi ",NA,NA,NA,"NAC","","China",24.23,104.41,"1100",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,214,"Asia","Cwa","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5378
2702,"Xilin Guangxi 11",NA,NA,NA,"NAC","","China",24.23,105.33,"1141",NA,"22.6","NAC","NAC","1600",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,215,"Asia","Cwa","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5389
2703,"He Guangxi 5",NA,NA,NA,"NAC","","China",24.3,111.95,"940",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,213,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4103
2704,"Jinxiu Guangxi 5",NA,NA,NA,"NAC","","China",24.3,110.23,"800",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4221
2705,"Jinxiu Guangxi 7",NA,NA,NA,"NAC","","China",24.3,110.29,"1015",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,206,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4223
2706,"Pingle Guangxi ",NA,NA,NA,"NAC","","China",24.3,110.76,"311",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,210,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4699
2707,"Tianlin Guangdong 12",NA,NA,NA,"NAC","","China",24.3,106.3,"780",NA,"21.5","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,216,"Asia","Cwa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5301
